Algorithm,Processors,Size(bytes),Avg_Latency(us)
5,16,524288,701.58
5,16,1048576,1340.65
5,24,1,230.35
5,24,2,22.44
5,24,4,8.28
5,24,8,11.97
5,24,16,35.28
5,24,32,14.78
5,24,64,419.76
5,24,128,40.87
5,24,256,69.89
5,24,512,39.96
5,24,1024,53.63
5,24,2048,69.60
5,24,4096,120.01
5,24,8192,158.68
5,24,16384,70.67
5,24,32768,99.36
5,24,65536,136.88
5,24,131072,245.44
5,24,262144,463.33
5,24,524288,864.67
5,24,1048576,1643.08
5,48,1,5088.77
5,48,2,21.18
5,48,4,13.07
5,48,8,23.26
5,48,16,49.63
5,48,32,9.34
5,48,64,266.70
5,48,128,210.17
5,48,256,37.21
5,48,512,63.76
5,48,1024,60.66
5,48,2048,123.87
5,48,4096,141.48
5,48,8192,186.46
5,48,16384,94.72
5,48,32768,128.99
5,48,65536,180.46
5,48,131072,472.93
5,48,262144,1960.55
5,48,524288,1294.71
5,48,1048576,3078.49
0,2,1,569.92
0,2,2,0.63
0,2,4,2.63
0,2,8,0.64
0,2,16,0.64
0,2,32,0.84
0,2,64,0.73
0,2,128,6.74
0,2,256,22.96
0,2,512,6.90
0,2,1024,7.01
0,2,2048,7.15
0,2,4096,31.47
0,2,8192,38.57
0,2,16384,18.48
0,2,32768,15.51
0,2,65536,16.44
0,2,131072,25.28
0,2,262144,45.76
0,2,524288,81.96
0,2,1048576,178.95
0,4,1,2.59
0,4,2,0.93
0,4,4,1.01
0,4,8,0.81
0,4,16,0.83
0,4,32,0.79
0,4,64,4.52
0,4,128,13.79
0,4,256,28.34
0,4,512,13.33
0,4,1024,20.51
0,4,2048,26.06
0,4,4096,45.60
0,4,8192,71.27
0,4,16384,59.44
0,4,32768,30.99
0,4,65536,44.76
0,4,131072,64.46
0,4,262144,114.63
0,4,524288,265.50
0,4,1048576,568.02
0,8,1,4.14
0,8,2,1.78
0,8,4,5.65
0,8,8,3.97
0,8,16,1.47
0,8,32,2.12
0,8,64,1.63
0,8,128,22.87
0,8,256,21.76
0,8,512,22.05
0,8,1024,32.03
0,8,2048,38.34
0,8,4096,66.02
0,8,8192,96.89
0,8,16384,39.13
0,8,32768,38.49
0,8,65536,64.45
0,8,131072,123.15
0,8,262144,255.29
0,8,524288,507.15
0,8,1048576,992.90
0,12,1,1762.74
0,12,2,4.53
0,12,4,9.18
0,12,8,8.13
0,12,16,5.60
0,12,32,4.71
0,12,64,3.79
0,12,128,26.80
0,12,256,69.68
0,12,512,38.10
0,12,1024,37.03
0,12,2048,61.83
0,12,4096,131.86
0,12,8192,106.96
0,12,16384,40.27
0,12,32768,69.81
0,12,65536,98.47
0,12,131072,184.96
0,12,262144,367.05
0,12,524288,745.57
0,12,1048576,1458.79
0,16,1,2.55
0,16,2,2.58
0,16,4,14.79
0,16,8,12.36
0,16,16,1.19
0,16,32,1.06
0,16,64,2.33
0,16,128,37.71
0,16,256,26.57
0,16,512,41.00
0,16,1024,33.55
0,16,2048,88.39
0,16,4096,83.58
0,16,8192,109.52
0,16,16384,46.47
0,16,32768,63.44
0,16,65536,108.23
0,16,131072,199.92
0,16,262144,390.93
0,16,524288,736.39
0,16,1048576,1783.14
0,24,1,203.62
0,24,2,8.89
0,24,4,6.15
0,24,8,5.01
0,24,16,10.95
0,24,32,2.47
0,24,64,34.91
0,24,128,49.23
0,24,256,65.83
0,24,512,38.07
0,24,1024,57.38
0,24,2048,66.11
0,24,4096,116.76
0,24,8192,130.71
0,24,16384,10706.97
0,24,32768,86.66
0,24,65536,176.38
0,24,131072,639.36
0,24,262144,539.43
0,24,524288,1085.65
0,24,1048576,3098.69
0,48,1,1702.70
0,48,2,30.55
0,48,4,7.41
0,48,8,8.31
0,48,16,37.60
0,48,32,8.74
0,48,64,18.82
0,48,128,36.16
0,48,256,35.46
0,48,512,46.36
0,48,1024,49.94
0,48,2048,84.89
0,48,4096,83.79
0,48,8192,110.54
0,48,16384,50.11
0,48,32768,68.45
0,48,65536,121.36
0,48,131072,220.46
0,48,262144,429.94
0,48,524288,753.42
0,48,1048576,1479.20
1,2,1,1586.57
1,2,2,0.64
1,2,4,0.49
1,2,8,0.49
1,2,16,0.50
1,2,32,0.59
1,2,64,0.64
1,2,128,6.92
1,2,256,23.41
1,2,512,6.48
1,2,1024,6.86
1,2,2048,24.12
1,2,4096,20.00
1,2,8192,27.04
1,2,16384,60.59
1,2,32768,23.77
1,2,65536,17.74
1,2,131072,27.41
1,2,262144,45.09
1,2,524288,88.86
1,2,1048576,165.35
1,4,1,1.81
1,4,2,0.76
1,4,4,0.60
1,4,8,0.53
1,4,16,0.57
1,4,32,5.99
1,4,64,0.84
1,4,128,14.09
1,4,256,14.68
1,4,512,14.41
1,4,1024,14.97
1,4,2048,25.84
1,4,4096,44.09
1,4,8192,69.98
1,4,16384,41.33
1,4,32768,31.02
1,4,65536,45.08
1,4,131072,64.65
1,4,262144,140.09
1,4,524288,264.83
1,4,1048576,550.32
1,8,1,2.56
1,8,2,1.57
1,8,4,8.25
1,8,8,1.80
1,8,16,1.34
1,8,32,2.37
1,8,64,2.03
1,8,128,26.69
1,8,256,28.24
1,8,512,30.63
1,8,1024,47.87
1,8,2048,60.24
1,8,4096,85.29
1,8,8192,108.68
1,8,16384,38.71
1,8,32768,42.07
1,8,65536,73.57
1,8,131072,121.40
1,8,262144,240.24
1,8,524288,499.98
1,8,1048576,987.33
1,12,1,121.57
1,12,2,14.41
1,12,4,13.55
1,12,8,6.79
1,12,16,7.51
1,12,32,5.35
1,12,64,4.75
1,12,128,56.51
1,12,256,85.33
1,12,512,88.21
1,12,1024,72.45
1,12,2048,110.06
1,12,4096,151.30
1,12,8192,153.36
1,12,16384,32.66
1,12,32768,50.77
1,12,65536,111.61
1,12,131072,198.33
1,12,262144,361.71
1,12,524288,801.50
1,12,1048576,1520.67
1,16,1,18.96
1,16,2,2.61
1,16,4,22.97
1,16,8,16.85
1,16,16,2.92
1,16,32,1.33
1,16,64,3.22
1,16,128,60.91
1,16,256,61.89
1,16,512,80.62
1,16,1024,58.19
1,16,2048,125.03
1,16,4096,170.50
1,16,8192,204.78
1,16,16384,56.49
1,16,32768,71.86
1,16,65536,170.80
1,16,131072,264.85
1,16,262144,524.48
1,16,524288,1092.67
1,16,1048576,2067.28
1,24,1,113.81
1,24,2,39.74
1,24,4,5.93
1,24,8,7.53
1,24,16,11.71
1,24,32,4.34
1,24,64,12.96
1,24,128,99.64
1,24,256,111.56
1,24,512,93.64
1,24,1024,115.05
1,24,2048,158.68
1,24,4096,236.11
1,24,8192,368.15
1,24,16384,85.69
1,24,32768,109.02
1,24,65536,232.94
1,24,131072,438.26
1,24,262144,785.19
1,24,524288,1523.58
1,24,1048576,2955.23
1,48,1,65.48
1,48,2,27.98
1,48,4,32.21
1,48,8,21.94
1,48,16,19.88
1,48,32,9.68
1,48,64,23.02
1,48,128,120.47
1,48,256,121.16
1,48,512,178.64
1,48,1024,182.81
1,48,2048,379.26
1,48,4096,379.89
1,48,8192,497.71
1,48,16384,71.66
1,48,32768,90.41
1,48,65536,169.72
1,48,131072,335.99
1,48,262144,652.47
1,48,524288,1301.68
1,48,1048576,2764.61
2,2,1,8.26
2,2,2,0.77
2,2,4,0.63
2,2,8,0.62
2,2,16,0.66
2,2,32,0.69
2,2,64,0.73
2,2,128,7.76
2,2,256,22.13
2,2,512,6.60
2,2,1024,6.75
2,2,2048,7.02
2,2,4096,20.18
2,2,8192,26.80
2,2,16384,12.96
2,2,32768,58.32
2,2,65536,16.93
2,2,131072,25.12
2,2,262144,42.71
2,2,524288,88.32
2,2,1048576,179.17
2,4,1,2.98
2,4,2,0.74
2,4,4,0.73
2,4,8,0.61
2,4,16,0.59
2,4,32,6.40
2,4,64,0.79
2,4,128,15.05
2,4,256,20.51
2,4,512,14.69
2,4,1024,14.97
2,4,2048,26.38
2,4,4096,46.68
2,4,8192,60.15
2,4,16384,15.66
2,4,32768,23.31
2,4,65536,40.63
2,4,131072,60.85
2,4,262144,102.15
2,4,524288,229.96
2,4,1048576,441.01
2,8,1,2.40
2,8,2,1.82
2,8,4,5.94
2,8,8,4.80
2,8,16,3.97
2,8,32,1.96
2,8,64,3.34
2,8,128,22.04
2,8,256,21.10
2,8,512,24.76
2,8,1024,35.87
2,8,2048,49.93
2,8,4096,67.33
2,8,8192,87.95
2,8,16384,38.73
2,8,32768,41.15
2,8,65536,70.50
2,8,131072,128.62
2,8,262144,235.07
2,8,524288,510.69
2,8,1048576,835.78
2,12,1,319.39
2,12,2,5.82
2,12,4,9.12
2,12,8,7.16
2,12,16,9.58
2,12,32,5.22
2,12,64,6.54
2,12,128,27.03
2,12,256,58.78
2,12,512,52.36
2,12,1024,46.62
2,12,2048,68.71
2,12,4096,107.30
2,12,8192,107.48
2,12,16384,44.39
2,12,32768,56.52
2,12,65536,93.65
2,12,131072,159.77
2,12,262144,304.00
2,12,524288,554.51
2,12,1048576,1124.30
2,16,1,6.88
2,16,2,2.38
2,16,4,16.71
2,16,8,13.99
2,16,16,2.39
2,16,32,17.10
2,16,64,3.22
2,16,128,35.43
2,16,256,27.30
2,16,512,43.38
2,16,1024,33.67
2,16,2048,78.88
2,16,4096,93.37
2,16,8192,134.09
2,16,16384,60.05
2,16,32768,73.41
2,16,65536,120.49
2,16,131072,211.71
2,16,262144,410.05
2,16,524288,762.23
2,16,1048576,1481.80
2,24,1,179.53
2,24,2,125.85
2,24,4,16.20
2,24,8,6.21
2,24,16,10.54
2,24,32,6.34
2,24,64,223.85
2,24,128,43.80
2,24,256,66.22
2,24,512,43.13
2,24,1024,63.53
2,24,2048,82.03
2,24,4096,138.51
2,24,8192,173.76
2,24,16384,92.55
2,24,32768,110.34
2,24,65536,167.29
2,24,131072,275.31
2,24,262144,509.99
2,24,524288,922.37
2,24,1048576,1853.87
2,48,1,2370.78
2,48,2,12.44
2,48,4,17.50
2,48,8,16.86
2,48,16,23.29
2,48,32,10.46
2,48,64,10.62
2,48,128,51.75
2,48,256,46.45
2,48,512,62.83
2,48,1024,74.22
2,48,2048,149.40
2,48,4096,147.47
2,48,8192,195.29
2,48,16384,103.79
2,48,32768,110.91
2,48,65536,170.46
2,48,131072,282.34
2,48,262144,502.37
2,48,524288,952.13
2,48,1048576,1906.53
5,2,1,8.91
5,2,2,0.69
5,2,4,0.62
5,2,8,0.60
5,2,16,0.54
5,2,32,0.68
5,2,64,0.71
5,2,128,7.24
5,2,256,22.45
5,2,512,6.52
5,2,1024,6.83
5,2,2048,7.18
5,2,4096,19.97
5,2,8192,27.00
5,2,16384,12.19
5,2,32768,49.23
5,2,65536,16.35
5,2,131072,24.83
5,2,262144,42.86
5,2,524288,87.89
5,2,1048576,193.94
5,4,1,2.42
5,4,2,0.82
5,4,4,0.86
5,4,8,0.77
5,4,16,0.75
5,4,32,4.63
5,4,64,4.39
5,4,128,13.37
5,4,256,20.36
5,4,512,13.04
5,4,1024,20.25
5,4,2048,26.71
5,4,4096,39.63
5,4,8192,72.42
5,4,16384,21.89
5,4,32768,39.13
5,4,65536,46.78
5,4,131072,65.54
5,4,262144,110.92
5,4,524288,231.25
5,4,1048576,416.10
5,8,1,3.00
5,8,2,1.77
5,8,4,19.22
5,8,8,2.04
5,8,16,1.58
5,8,32,1.91
5,8,64,2.24
5,8,128,21.59
5,8,256,20.68
5,8,512,20.95
5,8,1024,40.18
5,8,2048,53.66
5,8,4096,77.03
5,8,8192,115.65
5,8,16384,40.33
5,8,32768,45.83
5,8,65536,73.81
5,8,131072,138.69
5,8,262144,231.40
5,8,524288,444.45
5,8,1048576,886.21
5,12,1,322.68
5,12,2,4.87
5,12,4,9.19
5,12,8,4.21
5,12,16,7.38
5,12,32,4.47
5,12,64,22.97
5,12,128,32.86
5,12,256,70.10
5,12,512,76.24
5,12,1024,54.75
5,12,2048,71.07
5,12,4096,87.23
5,12,8192,108.28
5,12,16384,49.86
5,12,32768,57.20
5,12,65536,93.55
5,12,131072,156.44
5,12,262144,290.26
5,12,524288,559.32
5,12,1048576,1120.59
5,16,1,4.82
5,16,2,3.25
5,16,4,8.60
5,16,8,14.63
5,16,16,2.35
5,16,32,3.09
5,16,64,3.40
5,16,128,36.76
5,16,256,26.01
5,16,512,38.26
5,16,1024,35.63
5,16,2048,80.31
5,16,4096,91.81
5,16,8192,165.70
5,16,16384,53.70
5,16,32768,65.86
5,16,65536,107.53
5,16,131072,205.04
5,16,262144,366.36
5,16,524288,687.51
5,16,1048576,1372.64
5,24,1,123.76
5,24,2,18.26
5,24,4,7.33
5,24,8,11.67
5,24,16,11.90
5,24,32,7.17
5,24,64,216.60
5,24,128,45.92
5,24,256,52.94
5,24,512,40.35
5,24,1024,53.45
5,24,2048,65.03
5,24,4096,119.42
5,24,8192,159.86
5,24,16384,67.23
5,24,32768,87.99
5,24,65536,138.61
5,24,131072,246.55
5,24,262144,467.12
5,24,524288,865.37
5,24,1048576,1658.46
5,48,1,4624.06
5,48,2,28.66
5,48,4,12.19
5,48,8,9.08
5,48,16,23.97
5,48,32,8.90
5,48,64,11.93
5,48,128,48.18
5,48,256,40.45
5,48,512,63.44
5,48,1024,60.28
5,48,2048,138.54
5,48,4096,126.82
5,48,8192,175.47
5,48,16384,92.93
5,48,32768,126.37
5,48,65536,195.68
5,48,131072,345.70
5,48,262144,640.13
5,48,524288,1248.40
5,48,1048576,2421.46
